Success! Successfully connected to the database.
Success! Successfully inserted data into Lote: {'Cd_Fabrica': 1020, 'Cd_TipoVacina': 1008, 'Cd_CentroVacinacao': 41, 'Dt_Fabricacao': datetime.datetime(2025, 3, 15, 11, 59, 53, 343541), 'Dt_Validade': datetime.datetime(2025, 12, 10, 11, 59, 53, 343541), 'Nu_QuantidadeAmpolas': 100}
Success! Successfully inserted data into Lote: {'Cd_Fabrica': 1017, 'Cd_TipoVacina': 1010, 'Cd_CentroVacinacao': 52, 'Dt_Fabricacao': datetime.datetime(2024, 12, 21, 18, 52, 38, 232552), 'Dt_Validade': datetime.datetime(2025, 6, 19, 18, 52, 38, 232552), 'Nu_QuantidadeAmpolas': 100}
Success! Successfully inserted data into Lote: {'Cd_Fabrica': 1031, 'Cd_TipoVacina': 1006, 'Cd_CentroVacinacao': 61, 'Dt_Fabricacao': datetime.datetime(2024, 11, 5, 5, 44, 14, 692224), 'Dt_Validade': datetime.datetime(2025, 11, 5, 5, 44, 14, 692224), 'Nu_QuantidadeAmpolas': 50}
Success! Successfully inserted data into Lote: {'Cd_Fabrica': 1020, 'Cd_TipoVacina': 1010, 'Cd_CentroVacinacao': 76, 'Dt_Fabricacao': datetime.datetime(2025, 5, 17, 12, 29, 3, 996881), 'Dt_Validade': datetime.datetime(2025, 11, 13, 12, 29, 3, 996881), 'Nu_QuantidadeAmpolas': 50}
Success! Successfully inserted data into Lote: {'Cd_Fabrica': 1018, 'Cd_TipoVacina': 1005, 'Cd_CentroVacinacao': 74, 'Dt_Fabricacao': datetime.datetime(2025, 2, 23, 9, 22, 46, 558002), 'Dt_Validade': datetime.datetime(2025, 8, 22, 9, 22, 46, 558002), 'Nu_QuantidadeAmpolas': 100}
Success! Successfully inserted data into Lote: {'Cd_Fabrica': 1013, 'Cd_TipoVacina': 1007, 'Cd_CentroVacinacao': 49, 'Dt_Fabricacao': datetime.datetime(2024, 8, 5, 21, 43, 18, 729658), 'Dt_Validade': datetime.datetime(2025, 10, 29, 21, 43, 18, 729658), 'Nu_QuantidadeAmpolas': 100}
Success! Successfully inserted data into Lote: {'Cd_Fabrica': 1031, 'Cd_TipoVacina': 1010, 'Cd_CentroVacinacao': 59, 'Dt_Fabricacao': datetime.datetime(2025, 3, 2, 13, 15, 28, 678572), 'Dt_Validade': datetime.datetime(2025, 8, 29, 13, 15, 28, 678572), 'Nu_QuantidadeAmpolas': 50}
Success! Successfully inserted data into Lote: {'Cd_Fabrica': 1012, 'Cd_TipoVacina': 1006, 'Cd_CentroVacinacao': 43, 'Dt_Fabricacao': datetime.datetime(2024, 9, 22, 0, 59, 25, 890051), 'Dt_Validade': datetime.datetime(2025, 9, 22, 0, 59, 25, 890051), 'Nu_QuantidadeAmpolas': 50}
Success! Successfully inserted data into Lote: {'Cd_Fabrica': 1017, 'Cd_TipoVacina': 1006, 'Cd_CentroVacinacao': 51, 'Dt_Fabricacao': datetime.datetime(2024, 6, 24, 9, 26, 55, 399643), 'Dt_Validade': datetime.datetime(2025, 6, 24, 9, 26, 55, 399643), 'Nu_QuantidadeAmpolas': 100}
Success! Successfully inserted data into Lote: {'Cd_Fabrica': 1014, 'Cd_TipoVacina': 1004, 'Cd_CentroVacinacao': 41, 'Dt_Fabricacao': datetime.datetime(2024, 7, 16, 8, 1, 53, 103650), 'Dt_Validade': datetime.datetime(2025, 4, 12, 8, 1, 53, 103650), 'Nu_QuantidadeAmpolas': 50}
Success! Successfully inserted data into Lote: {'Cd_Fabrica': 1011, 'Cd_TipoVacina': 1005, 'Cd_CentroVacinacao': 61, 'Dt_Fabricacao': datetime.datetime(2024, 6, 25, 21, 35, 30, 29968), 'Dt_Validade': datetime.datetime(2024, 12, 22, 21, 35, 30, 29968), 'Nu_QuantidadeAmpolas': 50}
Success! Successfully inserted data into Lote: {'Cd_Fabrica': 1013, 'Cd_TipoVacina': 1007, 'Cd_CentroVacinacao': 73, 'Dt_Fabricacao': datetime.datetime(2024, 11, 20, 5, 19, 30, 932081), 'Dt_Validade': datetime.datetime(2026, 2, 13, 5, 19, 30, 932081), 'Nu_QuantidadeAmpolas': 100}
Success! Successfully inserted data into Lote: {'Cd_Fabrica': 1016, 'Cd_TipoVacina': 1009, 'Cd_CentroVacinacao': 79, 'Dt_Fabricacao': datetime.datetime(2024, 7, 25, 15, 48, 43, 581720), 'Dt_Validade': datetime.datetime(2025, 1, 21, 15, 48, 43, 581720), 'Nu_QuantidadeAmpolas': 100}
Success! Successfully inserted data into Lote: {'Cd_Fabrica': 1019, 'Cd_TipoVacina': 1008, 'Cd_CentroVacinacao': 74, 'Dt_Fabricacao': datetime.datetime(2025, 5, 14, 12, 0, 43, 28992), 'Dt_Validade': datetime.datetime(2026, 2, 8, 12, 0, 43, 28992), 'Nu_QuantidadeAmpolas': 100}
Success! Successfully inserted data into Lote: {'Cd_Fabrica': 1012, 'Cd_TipoVacina': 1006, 'Cd_CentroVacinacao': 59, 'Dt_Fabricacao': datetime.datetime(2025, 2, 14, 18, 47, 23, 625791), 'Dt_Validade': datetime.datetime(2026, 2, 14, 18, 47, 23, 625791), 'Nu_QuantidadeAmpolas': 30}
Success! Successfully inserted data into Lote: {'Cd_Fabrica': 1020, 'Cd_TipoVacina': 1009, 'Cd_CentroVacinacao': 56, 'Dt_Fabricacao': datetime.datetime(2024, 10, 27, 11, 30, 43, 145393), 'Dt_Validade': datetime.datetime(2025, 4, 25, 11, 30, 43, 145393), 'Nu_QuantidadeAmpolas': 30}
Success! Successfully inserted data into Lote: {'Cd_Fabrica': 1014, 'Cd_TipoVacina': 1008, 'Cd_CentroVacinacao': 49, 'Dt_Fabricacao': datetime.datetime(2024, 9, 4, 4, 52, 2, 927050), 'Dt_Validade': datetime.datetime(2025, 6, 1, 4, 52, 2, 927050), 'Nu_QuantidadeAmpolas': 30}
Success! Successfully inserted data into Lote: {'Cd_Fabrica': 1019, 'Cd_TipoVacina': 1007, 'Cd_CentroVacinacao': 50, 'Dt_Fabricacao': datetime.datetime(2025, 3, 30, 20, 0, 17, 946779), 'Dt_Validade': datetime.datetime(2026, 6, 23, 20, 0, 17, 946779), 'Nu_QuantidadeAmpolas': 50}
Success! Successfully inserted data into Lote: {'Cd_Fabrica': 1031, 'Cd_TipoVacina': 1009, 'Cd_CentroVacinacao': 67, 'Dt_Fabricacao': datetime.datetime(2025, 4, 16, 8, 29, 16, 106669), 'Dt_Validade': datetime.datetime(2025, 10, 13, 8, 29, 16, 106669), 'Nu_QuantidadeAmpolas': 50}
Success! Successfully inserted data into Lote: {'Cd_Fabrica': 1020, 'Cd_TipoVacina': 1005, 'Cd_CentroVacinacao': 80, 'Dt_Fabricacao': datetime.datetime(2024, 7, 2, 5, 20, 40, 483907), 'Dt_Validade': datetime.datetime(2024, 12, 29, 5, 20, 40, 483907), 'Nu_QuantidadeAmpolas': 30}
Success! Successfully inserted data into Lote: {'Cd_Fabrica': 1013, 'Cd_TipoVacina': 1004, 'Cd_CentroVacinacao': 79, 'Dt_Fabricacao': datetime.datetime(2024, 8, 25, 5, 33, 16, 329196), 'Dt_Validade': datetime.datetime(2025, 5, 22, 5, 33, 16, 329196), 'Nu_QuantidadeAmpolas': 50}
Success! Successfully inserted data into Lote: {'Cd_Fabrica': 1019, 'Cd_TipoVacina': 1010, 'Cd_CentroVacinacao': 69, 'Dt_Fabricacao': datetime.datetime(2025, 3, 25, 21, 0, 33, 695005), 'Dt_Validade': datetime.datetime(2025, 9, 21, 21, 0, 33, 695005), 'Nu_QuantidadeAmpolas': 100}
Success! Successfully inserted data into Lote: {'Cd_Fabrica': 1018, 'Cd_TipoVacina': 1009, 'Cd_CentroVacinacao': 59, 'Dt_Fabricacao': datetime.datetime(2024, 8, 1, 1, 18, 0, 225634), 'Dt_Validade': datetime.datetime(2025, 1, 28, 1, 18, 0, 225634), 'Nu_QuantidadeAmpolas': 50}
Success! Successfully inserted data into Lote: {'Cd_Fabrica': 1016, 'Cd_TipoVacina': 1006, 'Cd_CentroVacinacao': 49, 'Dt_Fabricacao': datetime.datetime(2024, 11, 11, 1, 2, 38, 97576), 'Dt_Validade': datetime.datetime(2025, 11, 11, 1, 2, 38, 97576), 'Nu_QuantidadeAmpolas': 50}
Success! Successfully inserted data into Lote: {'Cd_Fabrica': 1020, 'Cd_TipoVacina': 1009, 'Cd_CentroVacinacao': 53, 'Dt_Fabricacao': datetime.datetime(2024, 9, 9, 5, 29, 17, 333384), 'Dt_Validade': datetime.datetime(2025, 3, 8, 5, 29, 17, 333384), 'Nu_QuantidadeAmpolas': 30}
Success! Successfully inserted data into Lote: {'Cd_Fabrica': 1012, 'Cd_TipoVacina': 1009, 'Cd_CentroVacinacao': 67, 'Dt_Fabricacao': datetime.datetime(2024, 7, 10, 1, 41, 6, 414824), 'Dt_Validade': datetime.datetime(2025, 1, 6, 1, 41, 6, 414824), 'Nu_QuantidadeAmpolas': 50}
Success! Successfully inserted data into Lote: {'Cd_Fabrica': 1015, 'Cd_TipoVacina': 1005, 'Cd_CentroVacinacao': 73, 'Dt_Fabricacao': datetime.datetime(2024, 6, 25, 21, 1, 18, 585621), 'Dt_Validade': datetime.datetime(2024, 12, 22, 21, 1, 18, 585621), 'Nu_QuantidadeAmpolas': 30}
Success! Successfully inserted data into Lote: {'Cd_Fabrica': 1016, 'Cd_TipoVacina': 1008, 'Cd_CentroVacinacao': 48, 'Dt_Fabricacao': datetime.datetime(2025, 2, 20, 17, 10, 7, 696185), 'Dt_Validade': datetime.datetime(2025, 11, 17, 17, 10, 7, 696185), 'Nu_QuantidadeAmpolas': 50}
Success! Successfully inserted data into Lote: {'Cd_Fabrica': 1018, 'Cd_TipoVacina': 1009, 'Cd_CentroVacinacao': 76, 'Dt_Fabricacao': datetime.datetime(2024, 11, 7, 13, 27, 41, 149114), 'Dt_Validade': datetime.datetime(2025, 5, 6, 13, 27, 41, 149114), 'Nu_QuantidadeAmpolas': 50}
Success! Successfully inserted data into Lote: {'Cd_Fabrica': 1012, 'Cd_TipoVacina': 1009, 'Cd_CentroVacinacao': 72, 'Dt_Fabricacao': datetime.datetime(2024, 7, 14, 19, 46, 17, 250257), 'Dt_Validade': datetime.datetime(2025, 1, 10, 19, 46, 17, 250257), 'Nu_QuantidadeAmpolas': 30}
Success! Successfully inserted data into Lote: {'Cd_Fabrica': 1019, 'Cd_TipoVacina': 1005, 'Cd_CentroVacinacao': 69, 'Dt_Fabricacao': datetime.datetime(2024, 7, 31, 20, 2, 57, 741413), 'Dt_Validade': datetime.datetime(2025, 1, 27, 20, 2, 57, 741413), 'Nu_QuantidadeAmpolas': 30}
Success! Successfully inserted data into Lote: {'Cd_Fabrica': 1012, 'Cd_TipoVacina': 1005, 'Cd_CentroVacinacao': 76, 'Dt_Fabricacao': datetime.datetime(2024, 7, 9, 22, 51, 0, 212056), 'Dt_Validade': datetime.datetime(2025, 1, 5, 22, 51, 0, 212056), 'Nu_QuantidadeAmpolas': 100}
Success! Successfully inserted data into Lote: {'Cd_Fabrica': 1017, 'Cd_TipoVacina': 1010, 'Cd_CentroVacinacao': 56, 'Dt_Fabricacao': datetime.datetime(2024, 12, 1, 22, 56, 6, 584004), 'Dt_Validade': datetime.datetime(2025, 5, 30, 22, 56, 6, 584004), 'Nu_QuantidadeAmpolas': 30}
Success! Successfully inserted data into Lote: {'Cd_Fabrica': 1016, 'Cd_TipoVacina': 1010, 'Cd_CentroVacinacao': 42, 'Dt_Fabricacao': datetime.datetime(2024, 11, 26, 19, 35, 19, 869966), 'Dt_Validade': datetime.datetime(2025, 5, 25, 19, 35, 19, 869966), 'Nu_QuantidadeAmpolas': 30}
Success! Successfully inserted data into Lote: {'Cd_Fabrica': 1015, 'Cd_TipoVacina': 1004, 'Cd_CentroVacinacao': 77, 'Dt_Fabricacao': datetime.datetime(2025, 4, 30, 6, 29, 39, 762284), 'Dt_Validade': datetime.datetime(2026, 1, 25, 6, 29, 39, 762284), 'Nu_QuantidadeAmpolas': 100}
Success! Successfully inserted data into Lote: {'Cd_Fabrica': 1011, 'Cd_TipoVacina': 1004, 'Cd_CentroVacinacao': 44, 'Dt_Fabricacao': datetime.datetime(2024, 8, 26, 3, 4, 5, 743402), 'Dt_Validade': datetime.datetime(2025, 5, 23, 3, 4, 5, 743402), 'Nu_QuantidadeAmpolas': 100}
Success! Successfully inserted data into Lote: {'Cd_Fabrica': 1017, 'Cd_TipoVacina': 1009, 'Cd_CentroVacinacao': 62, 'Dt_Fabricacao': datetime.datetime(2024, 11, 30, 10, 47, 4, 724509), 'Dt_Validade': datetime.datetime(2025, 5, 29, 10, 47, 4, 724509), 'Nu_QuantidadeAmpolas': 100}
Success! Successfully inserted data into Lote: {'Cd_Fabrica': 1013, 'Cd_TipoVacina': 1008, 'Cd_CentroVacinacao': 75, 'Dt_Fabricacao': datetime.datetime(2024, 12, 13, 11, 28, 34, 536944), 'Dt_Validade': datetime.datetime(2025, 9, 9, 11, 28, 34, 536944), 'Nu_QuantidadeAmpolas': 100}
Success! Successfully inserted data into Lote: {'Cd_Fabrica': 1019, 'Cd_TipoVacina': 1004, 'Cd_CentroVacinacao': 75, 'Dt_Fabricacao': datetime.datetime(2025, 4, 20, 16, 34, 47, 120174), 'Dt_Validade': datetime.datetime(2026, 1, 15, 16, 34, 47, 120174), 'Nu_QuantidadeAmpolas': 30}
Success! Successfully inserted data into Lote: {'Cd_Fabrica': 1014, 'Cd_TipoVacina': 1008, 'Cd_CentroVacinacao': 41, 'Dt_Fabricacao': datetime.datetime(2025, 5, 4, 14, 5, 18, 132657), 'Dt_Validade': datetime.datetime(2026, 1, 29, 14, 5, 18, 132657), 'Nu_QuantidadeAmpolas': 100}
Success! Successfully inserted data into Lote: {'Cd_Fabrica': 1020, 'Cd_TipoVacina': 1006, 'Cd_CentroVacinacao': 68, 'Dt_Fabricacao': datetime.datetime(2024, 11, 7, 0, 55, 24, 640249), 'Dt_Validade': datetime.datetime(2025, 11, 7, 0, 55, 24, 640249), 'Nu_QuantidadeAmpolas': 50}
Success! Successfully inserted data into Lote: {'Cd_Fabrica': 1031, 'Cd_TipoVacina': 1006, 'Cd_CentroVacinacao': 80, 'Dt_Fabricacao': datetime.datetime(2024, 9, 25, 11, 9, 55, 199320), 'Dt_Validade': datetime.datetime(2025, 9, 25, 11, 9, 55, 199320), 'Nu_QuantidadeAmpolas': 30}
Success! Successfully inserted data into Lote: {'Cd_Fabrica': 1020, 'Cd_TipoVacina': 1009, 'Cd_CentroVacinacao': 77, 'Dt_Fabricacao': datetime.datetime(2025, 3, 12, 20, 8, 55, 420276), 'Dt_Validade': datetime.datetime(2025, 9, 8, 20, 8, 55, 420276), 'Nu_QuantidadeAmpolas': 50}
Success! Successfully inserted data into Lote: {'Cd_Fabrica': 1011, 'Cd_TipoVacina': 1008, 'Cd_CentroVacinacao': 42, 'Dt_Fabricacao': datetime.datetime(2025, 2, 1, 14, 34, 40, 516766), 'Dt_Validade': datetime.datetime(2025, 10, 29, 14, 34, 40, 516766), 'Nu_QuantidadeAmpolas': 30}
Success! Successfully inserted data into Lote: {'Cd_Fabrica': 1013, 'Cd_TipoVacina': 1008, 'Cd_CentroVacinacao': 57, 'Dt_Fabricacao': datetime.datetime(2024, 12, 12, 19, 15, 29, 604613), 'Dt_Validade': datetime.datetime(2025, 9, 8, 19, 15, 29, 604613), 'Nu_QuantidadeAmpolas': 50}
Success! Successfully inserted data into Lote: {'Cd_Fabrica': 1012, 'Cd_TipoVacina': 1008, 'Cd_CentroVacinacao': 61, 'Dt_Fabricacao': datetime.datetime(2024, 8, 28, 22, 42, 48, 222710), 'Dt_Validade': datetime.datetime(2025, 5, 25, 22, 42, 48, 222710), 'Nu_QuantidadeAmpolas': 50}
Success! Successfully inserted data into Lote: {'Cd_Fabrica': 1016, 'Cd_TipoVacina': 1007, 'Cd_CentroVacinacao': 73, 'Dt_Fabricacao': datetime.datetime(2025, 4, 24, 22, 49, 4, 983700), 'Dt_Validade': datetime.datetime(2026, 7, 18, 22, 49, 4, 983700), 'Nu_QuantidadeAmpolas': 30}
Success! Successfully inserted data into Lote: {'Cd_Fabrica': 1019, 'Cd_TipoVacina': 1004, 'Cd_CentroVacinacao': 71, 'Dt_Fabricacao': datetime.datetime(2024, 7, 8, 19, 57, 36, 7496), 'Dt_Validade': datetime.datetime(2025, 4, 4, 19, 57, 36, 7496), 'Nu_QuantidadeAmpolas': 30}
Success! Successfully inserted data into Lote: {'Cd_Fabrica': 1015, 'Cd_TipoVacina': 1010, 'Cd_CentroVacinacao': 80, 'Dt_Fabricacao': datetime.datetime(2025, 3, 11, 18, 14, 2, 734524), 'Dt_Validade': datetime.datetime(2025, 9, 7, 18, 14, 2, 734524), 'Nu_QuantidadeAmpolas': 50}
Success! Successfully inserted data into Lote: {'Cd_Fabrica': 1020, 'Cd_TipoVacina': 1006, 'Cd_CentroVacinacao': 45, 'Dt_Fabricacao': datetime.datetime(2025, 2, 8, 9, 12, 8, 207954), 'Dt_Validade': datetime.datetime(2026, 2, 8, 9, 12, 8, 207954), 'Nu_QuantidadeAmpolas': 30}
Success! Successfully inserted data into Lote: {'Cd_Fabrica': 1012, 'Cd_TipoVacina': 1009, 'Cd_CentroVacinacao': 67, 'Dt_Fabricacao': datetime.datetime(2024, 7, 15, 6, 37, 10, 880589), 'Dt_Validade': datetime.datetime(2025, 1, 11, 6, 37, 10, 880589), 'Nu_QuantidadeAmpolas': 100}
Success! Successfully inserted data into Lote: {'Cd_Fabrica': 1013, 'Cd_TipoVacina': 1006, 'Cd_CentroVacinacao': 68, 'Dt_Fabricacao': datetime.datetime(2024, 6, 20, 13, 9, 26, 734601), 'Dt_Validade': datetime.datetime(2025, 6, 20, 13, 9, 26, 734601), 'Nu_QuantidadeAmpolas': 100}
Success! Successfully inserted data into Lote: {'Cd_Fabrica': 1012, 'Cd_TipoVacina': 1005, 'Cd_CentroVacinacao': 42, 'Dt_Fabricacao': datetime.datetime(2025, 4, 30, 4, 32, 25, 63527), 'Dt_Validade': datetime.datetime(2025, 10, 27, 4, 32, 25, 63527), 'Nu_QuantidadeAmpolas': 50}
Success! Successfully inserted data into Lote: {'Cd_Fabrica': 1013, 'Cd_TipoVacina': 1009, 'Cd_CentroVacinacao': 64, 'Dt_Fabricacao': datetime.datetime(2025, 2, 14, 17, 5, 50, 581922), 'Dt_Validade': datetime.datetime(2025, 8, 13, 17, 5, 50, 581922), 'Nu_QuantidadeAmpolas': 30}
Success! Successfully inserted data into Lote: {'Cd_Fabrica': 1017, 'Cd_TipoVacina': 1010, 'Cd_CentroVacinacao': 68, 'Dt_Fabricacao': datetime.datetime(2025, 1, 3, 20, 56, 23, 475001), 'Dt_Validade': datetime.datetime(2025, 7, 2, 20, 56, 23, 475001), 'Nu_QuantidadeAmpolas': 100}
Success! Successfully inserted data into Lote: {'Cd_Fabrica': 1011, 'Cd_TipoVacina': 1004, 'Cd_CentroVacinacao': 49, 'Dt_Fabricacao': datetime.datetime(2025, 1, 7, 1, 44, 45, 250051), 'Dt_Validade': datetime.datetime(2025, 10, 4, 1, 44, 45, 250051), 'Nu_QuantidadeAmpolas': 50}
Success! Successfully inserted data into Lote: {'Cd_Fabrica': 1020, 'Cd_TipoVacina': 1004, 'Cd_CentroVacinacao': 56, 'Dt_Fabricacao': datetime.datetime(2025, 2, 10, 5, 51, 52, 651120), 'Dt_Validade': datetime.datetime(2025, 11, 7, 5, 51, 52, 651120), 'Nu_QuantidadeAmpolas': 50}
Success! Successfully inserted data into Lote: {'Cd_Fabrica': 1017, 'Cd_TipoVacina': 1006, 'Cd_CentroVacinacao': 63, 'Dt_Fabricacao': datetime.datetime(2025, 5, 20, 0, 5, 55, 851724), 'Dt_Validade': datetime.datetime(2026, 5, 20, 0, 5, 55, 851724), 'Nu_QuantidadeAmpolas': 50}
Success! Successfully inserted data into Lote: {'Cd_Fabrica': 1019, 'Cd_TipoVacina': 1010, 'Cd_CentroVacinacao': 43, 'Dt_Fabricacao': datetime.datetime(2024, 10, 12, 20, 44, 23, 6358), 'Dt_Validade': datetime.datetime(2025, 4, 10, 20, 44, 23, 6358), 'Nu_QuantidadeAmpolas': 100}
Success! Successfully inserted data into Lote: {'Cd_Fabrica': 1031, 'Cd_TipoVacina': 1006, 'Cd_CentroVacinacao': 68, 'Dt_Fabricacao': datetime.datetime(2024, 10, 15, 15, 26, 31, 960566), 'Dt_Validade': datetime.datetime(2025, 10, 15, 15, 26, 31, 960566), 'Nu_QuantidadeAmpolas': 100}
Success! Successfully inserted data into Lote: {'Cd_Fabrica': 1031, 'Cd_TipoVacina': 1005, 'Cd_CentroVacinacao': 44, 'Dt_Fabricacao': datetime.datetime(2025, 1, 17, 17, 45, 24, 329353), 'Dt_Validade': datetime.datetime(2025, 7, 16, 17, 45, 24, 329353), 'Nu_QuantidadeAmpolas': 50}
Success! Successfully inserted data into Lote: {'Cd_Fabrica': 1014, 'Cd_TipoVacina': 1010, 'Cd_CentroVacinacao': 71, 'Dt_Fabricacao': datetime.datetime(2024, 11, 3, 9, 38, 33, 315662), 'Dt_Validade': datetime.datetime(2025, 5, 2, 9, 38, 33, 315662), 'Nu_QuantidadeAmpolas': 30}
Success! Successfully inserted data into Lote: {'Cd_Fabrica': 1020, 'Cd_TipoVacina': 1005, 'Cd_CentroVacinacao': 60, 'Dt_Fabricacao': datetime.datetime(2024, 10, 29, 15, 23, 24, 815872), 'Dt_Validade': datetime.datetime(2025, 4, 27, 15, 23, 24, 815872), 'Nu_QuantidadeAmpolas': 50}
Success! Successfully inserted data into Lote: {'Cd_Fabrica': 1011, 'Cd_TipoVacina': 1007, 'Cd_CentroVacinacao': 61, 'Dt_Fabricacao': datetime.datetime(2024, 10, 22, 21, 21, 53, 912848), 'Dt_Validade': datetime.datetime(2026, 1, 15, 21, 21, 53, 912848), 'Nu_QuantidadeAmpolas': 30}
Success! Successfully inserted data into Lote: {'Cd_Fabrica': 1018, 'Cd_TipoVacina': 1007, 'Cd_CentroVacinacao': 79, 'Dt_Fabricacao': datetime.datetime(2025, 1, 13, 23, 21, 51, 875018), 'Dt_Validade': datetime.datetime(2026, 4, 8, 23, 21, 51, 875018), 'Nu_QuantidadeAmpolas': 100}
Success! Successfully inserted data into Lote: {'Cd_Fabrica': 1015, 'Cd_TipoVacina': 1006, 'Cd_CentroVacinacao': 74, 'Dt_Fabricacao': datetime.datetime(2024, 7, 11, 7, 41, 28, 971340), 'Dt_Validade': datetime.datetime(2025, 7, 11, 7, 41, 28, 971340), 'Nu_QuantidadeAmpolas': 50}
